"","article-href","word"
"2163","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","scienc"
"2164","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","defin"
"2165","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","structur"
"2166","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","procedur"
"2167","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","develop"
"2168","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","organ"
"2169","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","theori"
"2170","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","darwinian"
"2171","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","evolut"
"2172","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","biolog"
"2173","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","exist"
"2174","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","time"
"2175","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","modif"
"2176","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","remain"
"2177","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","main"
"2178","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","theori"
"2179","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","life"
"2180","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","scienc"
"2181","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","biotechnolog"
"2182","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","concept"
"2183","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","risen"
"2184","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","parallel"
"2185","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","organ"
"2186","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","scienc"
"2187","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","evolv"
"2188","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","concept"
"2189","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","evolut"
"2190","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","level"
"2191","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","organ"
"2192","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","discuss"
"2193","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","evolut"
"2194","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","organ"
"2195","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","life"
"2196","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","cycl"
"2197","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","evolut"
"2198","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","popul"
"2199","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","organ"
"2200","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","sector"
"2201","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","direct"
"2202","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","evolut"
"2203","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","biolog"
"2204","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","creat"
"2205","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","organ"
"2206","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","produc"
"2207","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","molecul"
"2208","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","attribut"
"2209","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","fit"
"2210","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","industri"
"2211","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","natur"
"2212","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","occur"
"2213","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","organ"
"2214","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","allow"
"2215","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","organ"
"2216","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","function"
"2217","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","biolog"
"2218","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","environ"
"2219","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","perform"
"2220","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","process"
"2221","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","perform"
"2222","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","natur"
"2223","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","environ"
"2224","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","translat"
"2225","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","concept"
"2226","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","biolog"
"2227","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","organ"
"2228","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","scienc"
"2229","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","develop"
"2230","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","techniqu"
"2231","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","evolut"
"2232","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","organiz"
"2233","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","structur"
"2234","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","fit"
"2235","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","routin"
"2236","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","fit"
"2237","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","emerg"
"2238","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","environ"
"2239","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","seek"
"2240","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","adapt"
"2241","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","routin"
"2242","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","structur"
"2243","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","perform"
"2244","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","adopt"
"2245","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","concept"
"2246","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","direct"
"2247","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","evolv"
"2248","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","structur"
"2249","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","fit"
"2250","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","pre"
"2251","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","design"
"2252","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","purpos"
"2253","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","bio"
"2254","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","technolog"
"2255","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","method"
"2256","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","bridg"
"2257","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","gap"
"2258","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","organ"
"2259","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","scienc"
"2260","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","current"
"2261","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","develop"
"2262","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","evolutionari"
"2263","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","theori"
"2264","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","advanc"
"2265","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","biolog"
"2266","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","discuss"
"2267","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","opportun"
"2268","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","research"
"2269","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","european"
"2270","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","framework"
"2271","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","program"
"2272","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","nation"
"2273","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","program"
"2274","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","propos"
"2275","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","plan"
"2276","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","action"
"2277","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","theori"
"2278","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","techniqu"
"2279","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","descri"
"2280","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","lead"
"2281","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","research"
"2282","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","activ"
"2283","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485212","experiment"
"2284","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","controversi"
"2285","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","genet"
"2286","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","modifi"
"2287","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","organ"
"2288","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","uk"
"2289","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","head"
"2290","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","public"
"2291","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","offici"
"2292","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","report"
"2293","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","1999"
"2294","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","review"
"2295","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","report"
"2296","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","lead"
"2297","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","suggest"
"2298","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","controversi"
"2299","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","exacerb"
"2300","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","conflat"
"2301","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","set"
"2302","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","issu"
"2303","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","under"
"2304","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","uncertainti"
"2305","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","physic"
"2306","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","process"
"2307","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","involv"
"2308","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","natur"
"2309","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","scientif"
"2310","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","investig"
"2311","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","social"
"2312","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","context"
"2313","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","surround"
"2314","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","scientif"
"2315","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","research"
"2316","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","implic"
"2317","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","natur"
"2318","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","scientif"
"2319","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","research"
"2320","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","relationship"
"2321","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","research"
"2322","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802663","polici"
"2323","https://www.emeraldinsight.com/doi/full/10.1108/14636680510590826","null"
"2324","https://www.emeraldinsight.com/doi/full/10.1108/14636681111170185","null"
"2325","https://www.emeraldinsight.com/doi/full/10.1108/14636681211256071","null"
"2326","https://www.emeraldinsight.com/doi/full/10.1108/14636680710773830","null"
"2327","https://www.emeraldinsight.com/doi/full/10.1108/14636680810918577","null"
"2328","https://www.emeraldinsight.com/doi/full/10.1108/14636680610712496","null"
"2329","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","paper"
"2330","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","commiss"
"2331","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","rockefel"
"2332","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","foundat"
"2333","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","serv"
"2334","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","foundat"
"2335","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","document"
"2336","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","march"
"2337","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","2009"
"2338","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","meet"
"2339","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","subject"
"2340","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","anticipatori"
"2341","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","govern"
"2342","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","pro"
"2343","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","poor"
"2344","https://www.emeraldinsight.com/doi/full/10.1108/14636680910982412","agenda"
"2345","https://www.emeraldinsight.com/doi/full/10.1108/FS-03-2015-0017","paper"
"2346","https://www.emeraldinsight.com/doi/full/10.1108/FS-03-2015-0017","prepar"
"2347","https://www.emeraldinsight.com/doi/full/10.1108/FS-03-2015-0017","framework"
"2348","https://www.emeraldinsight.com/doi/full/10.1108/FS-03-2015-0017","research"
"2349","https://www.emeraldinsight.com/doi/full/10.1108/FS-03-2015-0017","project"
"2350","https://www.emeraldinsight.com/doi/full/10.1108/FS-03-2015-0017","emmi"
"2351","https://www.emeraldinsight.com/doi/full/10.1108/FS-03-2015-0017","26,130"
"2352","https://www.emeraldinsight.com/doi/full/10.1108/FS-03-2015-0017","2"
"2353","https://www.emeraldinsight.com/doi/full/10.1108/FS-03-2015-0017","2013"
"2354","https://www.emeraldinsight.com/doi/full/10.1108/FS-03-2015-0017","tudpol"
"2355","https://www.emeraldinsight.com/doi/full/10.1108/14636681211269905","null"
"2356","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","editor’"
"2357","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","note"
"2358","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","issu"
"2359","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","begin"
"2360","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","seri"
"2361","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","review"
"2362","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","plan"
"2363","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","futur"
"2364","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","strategi"
"2365","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","form"
"2366","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","proactiv"
"2367","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","concept"
"2368","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","succeed"
"2369","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","fail"
"2370","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","implement"
"2371","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","explan"
"2372","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","articl"
"2373","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","foresight’"
"2374","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","editori"
"2375","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","board"
"2376","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","demonstr"
"2377","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","hindsight"
"2378","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","explain"
"2379","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","sequel"
"2380","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","foresight"
"2381","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","reader"
"2382","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","invit"
"2383","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","submit"
"2384","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","histori"
"2385","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","illustr"
"2386","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","field"
"2387","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485230","retrostrategi"
"2388","https://www.emeraldinsight.com/doi/full/10.1108/14636680610703054","null"
"2389","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","implement"
"2390","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","sustain"
"2391","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","develop"
"2392","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","principl"
"2393","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","agenda"
"2394","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","21"
"2395","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","municip"
"2396","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","sweden"
"2397","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","develop"
"2398","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","scenario"
"2399","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","sustain"
"2400","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","local"
"2401","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","societi"
"2402","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","scenario"
"2403","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","previous"
"2404","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","generat"
"2405","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","scenario"
"2406","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","sens"
"2407","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","requir"
"2408","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","particip"
"2409","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","citizen"
"2410","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","prepar"
"2411","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","implement"
"2412","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","articl"
"2413","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","discuss"
"2414","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","premis"
"2415","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","generat"
"2416","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","scenario"
"2417","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","expert"
"2418","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","hybrid"
"2419","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","participatori"
"2420","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","describ"
"2421","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","effort"
"2422","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","prepar"
"2423","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","participatori"
"2424","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","scenario"
"2425","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","municip"
"2426","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","govern"
"2427","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","orebro"
"2428","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","sweden"
"2429","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","provid"
"2430","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","guidelin"
"2431","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","sustain"
"2432","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","societi"
"2433","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","articl"
"2434","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","discuss"
"2435","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","method"
"2436","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","prepar"
"2437","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802160","scenario"
"2438","https://www.emeraldinsight.com/doi/full/10.1108/FS-12-2017-0075","null"
"2439","https://www.emeraldinsight.com/doi/full/10.1108/fs.2007.27309aaa.002","null"
"2440","https://www.emeraldinsight.com/doi/full/10.1108/FS-02-2015-0011","compet"
"2441","https://www.emeraldinsight.com/doi/full/10.1108/FS-02-2015-0011","financi"
"2442","https://www.emeraldinsight.com/doi/full/10.1108/FS-02-2015-0011","statement"
"2443","https://www.emeraldinsight.com/doi/full/10.1108/FS-02-2015-0011","author"
"2444","https://www.emeraldinsight.com/doi/full/10.1108/FS-02-2015-0011","declar"
"2445","https://www.emeraldinsight.com/doi/full/10.1108/FS-02-2015-0011","compet"
"2446","https://www.emeraldinsight.com/doi/full/10.1108/FS-02-2015-0011","financi"
"2447","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","author"
"2448","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","express"
"2449","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","sandera"
"2450","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","consortium"
"2451","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","contribut"
"2452","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","author"
"2453","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","think"
"2454","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","matter"
"2455","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","particip"
"2456","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","sandera"
"2457","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","workshop"
"2458","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","manchest"
"2459","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","valencia"
"2460","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","contributor"
"2461","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","sandera"
"2462","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","discuss"
"2463","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","paper"
"2464","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","product"
"2465","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","sandera"
"2466","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","project"
"2467","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2012-0042","www.sandera.net"
"2468","https://www.emeraldinsight.com/doi/full/10.1108/fs.2009.27311caa.001","null"
"2469","https://www.emeraldinsight.com/doi/full/10.1108/fs.2003.27305aaa.002","null"
"2470","https://www.emeraldinsight.com/doi/full/10.1108/14636681111109688","receiv"
"2471","https://www.emeraldinsight.com/doi/full/10.1108/14636681111109688","20"
"2472","https://www.emeraldinsight.com/doi/full/10.1108/14636681111109688","2010"
"2473","https://www.emeraldinsight.com/doi/full/10.1108/14636681111109688","revis"
"2474","https://www.emeraldinsight.com/doi/full/10.1108/14636681111109688","23"
"2475","https://www.emeraldinsight.com/doi/full/10.1108/14636681111109688","septemb"
"2476","https://www.emeraldinsight.com/doi/full/10.1108/14636681111109688","2010"
"2477","https://www.emeraldinsight.com/doi/full/10.1108/14636681111109688","accept"
"2478","https://www.emeraldinsight.com/doi/full/10.1108/14636681111109688","11"
"2479","https://www.emeraldinsight.com/doi/full/10.1108/14636681111109688","octob"
"2480","https://www.emeraldinsight.com/doi/full/10.1108/14636681111109688","2010"
"2481","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","paper"
"2482","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","aris"
"2483","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","esrc"
"2484","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","project"
"2485","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","grant"
"2486","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","res"
"2487","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","000"
"2488","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","22"
"2489","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","0985"
"2490","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","surviv"
"2491","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","post"
"2492","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","social"
"2493","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","evalu"
"2494","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","role"
"2495","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","inform"
"2496","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","sector"
"2497","https://www.emeraldinsight.com/doi/full/10.1108/14636680510601977","ukrain"
"2498","https://www.emeraldinsight.com/doi/full/10.1108/14636681211210350","null"
"2499","https://www.emeraldinsight.com/doi/full/10.1108/FS-02-2016-0003","null"
"2500","https://www.emeraldinsight.com/doi/full/10.1108/14636680310698216","peter"
"2501","https://www.emeraldinsight.com/doi/full/10.1108/14636680310698216","hayward"
"2502","https://www.emeraldinsight.com/doi/full/10.1108/14636680310698216","2003"
"2503","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950110","receiv"
"2504","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950110","13"
"2505","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950110","novemb"
