web-scraper-order,web-scraper-start-url,issue,issue-href,article,article-href,title,author,abstract,keywords,publisher,issue_date
"1551256926-694","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 6","https://www.emeraldinsight.com/toc/fs/14/6","Catalysts for change: vizualizing the horizon of poverty","https://www.emeraldinsight.com/doi/full/10.1108/14636681211284917","Catalysts for change: vizualizing the horizon of poverty","Kathi Vian  (Based at the Institute for the Future, Palo Alto, California, USA)","This work was supported by grants from the Rockefeller Foundation.","Purpose – The Institute for the Future (IFTF) has collaborated with the Rockefeller Foundation and its Searchlight function to create a framework for broad engagement in strategic thinking about ways to catalyze change in the lives of poor or vulnerable communities. This paper seeks to focus on this broad‐based approach.
Design/methodology/approach – Starting from the top‐down horizon scan of the foundation's Searchlight partners – a network of horizon scanning organizations – IFTF created a public database of signals of innovation and disruption in the domain of poverty and social change. This signals database was used to build a visual map of catalysts for change, creating a simple hierarchy of four catalyst types, each containing four action zones and a pivotal challenge. This map provided the language and framework for engaging a global community in a serious game to extend the vision of the Searchlight function and capture novel ideas for innovations that could improve the lives of those in marginalized communities.
Findings – With an estimated global reach of 160,000 views and 1,600 game players from 79 countries, the game produced more than 18,000 ideas about catalysts for change.
Originality/value – This framework of foresight (the signals database) to insight (the visual map of catalysts for change) to action (global strategic game) demonstrates a way to integrate top‐down expert foresight with bottom‐up strategic ideation on a global scale.","Case study","Published: 2012, Start page: 439"
"1551257309-824","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 6","https://www.emeraldinsight.com/toc/fs/17/6","Variations in job satisfaction in service industries: comparative international analysis","https://www.emeraldinsight.com/doi/full/10.1108/FS-08-2013-0037","Variations in job satisfaction in service industries: comparative international analysis","Marlena A. Bednarska   (Department of Tourism, Poznan University of Economics, Poznan, Poland)","null","Service industries, Job satisfaction, European union, Job/organisation characteristics","Marlena A. Bednarska, Malgorzata Szczyt,  (2015)  ""Variations in job satisfaction in service industries: comparative international analysis"", Foresight, Vol. 17 Issue: 6, pp.599-615, https://doi.org/10.1108/FS-08-2013-0037","Published: 2015, Start page: 545"
"1551256399-498","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 5","https://www.emeraldinsight.com/toc/fs/10/5","US innovation is secure","https://www.emeraldinsight.com/doi/full/10.1108/14636680810918469","US innovation is secure","Richard Whaley  (Director of Planning and Control Investments Ltd and of the Business Trends Library, Farnborough, UK.)","This paper contains extracts from the Business Trends Library and information on the Library sent to clients. The Copyright of these extracts is not transferred and remains the property of the author and Planning & Control Investments Ltd. A License to publish these extracts along with the rest of the paper is granted.© Richard Whaley and Planning & Control Investments Ltd","Purpose – The purpose of this paper is to provide a short comment on the current US innovation concerns and a recent paper by Tom Abeles.
Design/methodology/approach – Extracts are given from the Business Trends Library showing the relationship of the advanced (post‐industrial) countries with the rest of the world. Insights are given into the rising importance of the multi‐national corporations.
Findings – The post‐industrial countries have overwhelming advantage over the rest of the world, with very different world development roles played by both sides. The multi‐national corporations act as the organs of transfer of technology to the less developed world.
Originality/value – The importance of how innovation and business development arises in the post industrials and how it is defused is shown.","Viewpoint","Published: 2008, Start page: 3"
"1551255449-172","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/4/3","Beyond the Monterrey Consensus","https://www.emeraldinsight.com/doi/full/10.1108/fs.2002.27304cac.001","Beyond the Monterrey Consensus","Hazel Henderson,","null","Emerald Group Publishing Limited","null","Published: 2002, Start page: 4"
"1551256882-678","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 4","https://www.emeraldinsight.com/toc/fs/14/4","Linking territorial foresight and urban planning","https://www.emeraldinsight.com/doi/full/10.1108/14636681211256107","Linking territorial foresight and urban planning","José Miguel Fernández Güell  (Architect and Urban Planner, Deputy Director of the Urban and Regional Planning Department, and a Member of the Research Group GIAU+S based at the Urban and Regional Planning Department, Universidad Politécnica de Madrid, Madrid, Spain)","null","Territorial foresight, Scenario design, Urban planning, Sustainable development, Strategic planning, Forecasting","Emerald Group Publishing Limited","Published: 2012, Start page: 279"
"1551256453-519","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 2","https://www.emeraldinsight.com/toc/fs/11/2","Innovation Nation","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950174","Innovation Nation","Jacques Richardson  (Member of foresight's editorial board.)","null","Innovation Nation John Kao","New York, NY","Published: 2009, Start page: 3"
"1551256285-456","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 5","https://www.emeraldinsight.com/toc/fs/9/5","Foresight as a triple helix of industry, university and government relations","https://www.emeraldinsight.com/doi/full/10.1108/14636680710821061","Foresight as a triple helix of industry, university and government relations","Elisa Ughetto  (PhD Candidate in Economics and Management of Technology at Politecnico di Torino, Torino, Italy. She is also a research fellow at Fondazione Rosselli in Torino.)","null","Economics, Stakeholder analysis, Italy","Emerald Group Publishing Limited","Published: 2007, Start page: 3"
"1551257611-930","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/20/3","Analyzing Iran’s science and technology foresight programs: recommendations for further practices","https://www.emeraldinsight.com/doi/full/10.1108/FS-10-2017-0064","Analyzing Iran’s science and technology foresight programs: recommendations for further practices","Reza Hafezi,  (Amirkabir University of Technology, Tehran, Iran)","The authors would like to express their gratitude to collaborators and experts (Ghazinouri, Nazemi, Chaparak, Kousari, Poursheikhali, Salimi, Peyvasteh, Heidari, Esmaeilzadeh, Qadiri, Alizadeh, Farrokhi, etc.) for providing materials and sharing their pearls of wisdom during the course of this research.","Developing countries, Futures studies, National foresight programmes, Science and technology management","Emerald Publishing Limited","Published: 2018, Start page: 221"
"1551255816-298","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 4","https://www.emeraldinsight.com/toc/fs/6/4","The role of the USA in meeting global challenges","https://www.emeraldinsight.com/doi/full/10.1108/14636680410554737","The role of the USA in meeting global challenges","Daniel Warner  (Deputy to the Director, Graduate Institute of International Studies, Geneva, Switzerland. E‐mail: warner@hei.unige.ch)","As after the Second World War, the USA today plays a dominant role in the world following the end of the Cold War. Since 1989, and up to this day, two main theories of history's unfolding, the circular view and the linear view, clash as far as the future role and position of the USA is concerned. On the one hand, Paul Kennedy's The Rise and Fall of the Great Powers (1987) and advocates of the circular theory predict the decline of the USA, as history has shown that all empires that have risen have ultimately fallen. On the other hand, advocates of the linear theory, such as Nye and Fukuyama, postulate the continuation of USA leadership in the world and the inevitable spread of liberalism sooner or later. Both views, however, are mechanical and deterministic. The alternative is the realization that global challenges can only be met globally by global actors.","International relations, International conflict, United States of America, History","Emerald Group Publishing Limited","Published: 2004, Start page: 198"
"1551255135-66","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/2/3","Emerging economic sectors in the third millennium: introduction and overview of the “big five”","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802708","Emerging economic sectors in the third millennium: introduction and overview of the “big five”","Graham T.T. Molitor  (President, Public Policy Forecasting, 9208 Wooden Bridge Road, Potomac, MA 20854, USA)","This introductory article, the first in a series of six, will describe the impending waves of economic activity projected to dominate the advanced economies over the course of the new millennium. Successive economic shifts suggest how investment opportunities and dead‐ends, new growth sectors and declining ones, jobs and livelihoods, and the overall socioeconomic scaffolding of advanced nations will change in the centuries to come. This coverage will shed light on the changing landscape of economic developments, indicate a sense of timing and importance, and provide perspectives on new potentialities.","Investment, Training, Economy","MCB UP Ltd","Published: 2000, Start page: 249"
"1551257400-856","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 4","https://www.emeraldinsight.com/toc/fs/18/4","Russian way to the knowledge-based society","https://www.emeraldinsight.com/doi/full/10.1108/FS-02-2016-0005","Russian way to the knowledge-based society","Sergey B. Kulikov ,  (Faculty of University-wide Disciplines, Tomsk State Pedagogical University, Tomsk, Russian Federation)","null","Innovation, Economic growth, Knowledge economy, Democracy, Globalization, Capitalist systems","Emerald Group Publishing Limited","Published: 2016, Start page: 1"
"1551257363-844","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/18/3","Science, technology and innovation systems of small economies under pressure – sketching three possible future pathways of the Finnish system","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2014-0043","Science, technology and innovation systems of small economies under pressure – sketching three possible future pathways of the Finnish system","Mika Nieminen ,  (Innovations, Economy and Policy Department, VTT, Technical Research Centre of Finland, Tampere, Finland)","null","Research, Knowledge economy, Organizational change, Generation and dissemination of information, Government policy, Information society","Emerald Group Publishing Limited","Published: 2016, Start page: 193"
"1551255349-137","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 6","https://www.emeraldinsight.com/toc/fs/3/6","Dreaming reality: a map for seeing the future","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110420477","Dreaming reality: a map for seeing the future","Emma Robinson  (Queensland Department of Primary Industries, GPO Box 46, Brisbane QLD 4001, Australia)","This paper attempts to provide a number of strategic reference points for individuals and organizations seeking a clearer view of the future. These reference points plot a course that starts with the surfacing of underlying philosophies and ends with the melding of foresight with strategy. Underpinning these reference points is the belief in achieving balance between our understanding of “the inner self” and external drivers of change. This paper draws together a number of well‐developed theories and concepts as a way of linking both insight and practice.","Knowledge, Organizations, Futures markets","MCB UP Ltd","Published: 2001, Start page: 495"
"1551256106-396","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/8/3","Futures studies in the European Union's new member states","https://www.emeraldinsight.com/doi/full/10.1108/14636680610668072","Futures studies in the European Union's new member states","Aurélien Colson  (Researcher based at ESSEC Business School and Development Director at ESSEC IRENE, Cergy Pontoise Cedex, France)","null","European Union, Decision making, Strategic planning","Emerald Group Publishing Limited","Published: 2006, Start page: 3"
"1551255005-33","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 5","https://www.emeraldinsight.com/toc/fs/1/5","The power of information: transforming power structures in the new millennium","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636689910802313","The power of information: transforming power structures in the new millennium","Ian Pearson  (Communications Consultancy Group, Adastral Park, Ipswich, IP5 3RE, UK)","Power structures today are manifold and complex. Tomorrow’s world will be more complex still. This paper aims to explore just a few of the many future issues surrounding changes in power, the organizations and people that hold it and the ways in which it could be gained and manipulated. It identifies two parallel trends. One is that instantaneous communication, the growth of large network‐based communities, virtual companies and the attendant problem of taxation collection will strengthen globalization. The other, almost contradictory, trend is that advances in information technology and automation will allow for more emphasis on human issues and local community activities. The only guaranteed outcome in the new power structure is increased complexity.","Information, Trends, Communication","MCB UP Ltd","Published: 1999, Start page: 389"
"1551256076-387","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 2","https://www.emeraldinsight.com/toc/fs/8/2","If humanity and the environment fail one another …","https://www.emeraldinsight.com/doi/full/10.1108/14636680610656192","If humanity and the environment fail one another …","Jacques Richardson  (Member of foresight's editorial board.)","null","Environmental management, Environmental politics, Public interest","Emerald Group Publishing Limited","Published: 2006, Start page: 3"
"1551256611-577","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 2","https://www.emeraldinsight.com/toc/fs/12/2","Enhancing business and technology foresight with electronically mediated scenario process","https://www.emeraldinsight.com/doi/full/10.1108/14636681011035735","Enhancing business and technology foresight with electronically mediated scenario process","Kalle Piirainen  (Based at the Lappeenranta University of Technology, Faculty of Technology Management, Department of Industrial Management, Lappeenranta, Finland)","The authors would like to thank the anonymous reviewers from Foresight and the Portland International Conference for Engineering and Technology Management 2009 for their constructive feedback, as well as our editors Tugrul Daim and Ozcan Saritas for their support during the publication process.This research has been conducted partly under a grant from the Academy of Finland.Received: 8 December 2009. Revised: 11 January 2010. Accepted 12 January 2010.","Purpose – The study discusses existing scenario methods in business and technology foresight and introduces electronically mediated scenario process in two varieties. The purpose of the study is to discuss the existing practice, position the IDEAS and SAGES methods, and outline their contribution to the state of the art.
Design/methodology/approach – The paper takes the form of a literature study and conceptual discussion, illustrated with a case example of electronically mediated scenario methods.
Findings – Both of the presented scenario methods, i.e. IDEAS and SAGES, are feasible means to compose scenarios. The methods can be positioned respectively to intuitive‐logical and heuristic schools of thought. The contribution to existing practice is that they consume fewer resources than do their more traditional counterparts.
Research limitations/implications – The empirical validation of the presented methods is presently limited to case studies. Thus, the authors invite practitioners and researchers to examine the methods and to discuss the applicability of the results.
Practical implications – The IDEAS and SAGES methods offer tools for practicing managers to conduct scenario planning with practitioners and experts in a flexible and effective manner.
Originality/value – The paper adds to the ongoing discussion on business and technology foresight by presenting the novel scenario methods, and positioning them explicitly to the existing practice.","Research paper","Published: 2010, Start page: 4"
"1551255426-164","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 2","https://www.emeraldinsight.com/toc/fs/4/2","Asia’s financial futures","https://www.emeraldinsight.com/doi/full/10.1108/14636680210435119","Asia’s financial futures","Jyh‐Hong Lin  (Jyh‐Hong Lin, Graduate Institute of International Business, and Center for Futures Studies, Tamkang University, Tamsui, Taipei, Taiwan.)","In spite of strong economic recovery since 2000, the worst of the financial crisis in Asia may not be over. This article uses a predictive‐cultural‐critical framework to consider possible futures for economic development in the region. In the predictive dimension, the economic outlook for Asia looks pessimistic. In the cultural dimension, we give a negative expression to Asian appreciation and tolerance. In the critical dimension, we indicate an inconsistency between belief and action in Asia. However, a brighter future for Asia can be created if economic integration leads to political disintegration associated with market mechanisms and if the economic integration separates itself from Asian values.","Asia, Economics, Economic conditions,  Financial forecasting","MCB UP Ltd","Published: 2002, Start page: 4"
"1551255307-122","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 4","https://www.emeraldinsight.com/toc/fs/3/4","Innovation challenges for European agriculture","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803210","Innovation challenges for European agriculture","J.G. de Wilt  (Innovation for Rural Areas and Agricultural Systems, PO Box 20401, 2500 EK The Hague, The Netherlands)","With rising public concern over animal welfare, food safety and GM crops, Europe’s farmers, breeders and food processors are caught in the eye of a storm. While some are “returning to the soil” with traditional organic methods, others are breeding crops and animals using biotechnology, for markets as diverse as power generation and pharmaceuticals. For Europe’s policymakers social and ecological sustainability are paramount, but public information is also a prerequisite for meaningful debate.","Organic food, Biotechnology, Ecology","MCB UP Ltd","Published: 2001, Start page: 261"
"1551255732-269","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 1","https://www.emeraldinsight.com/toc/fs/6/1","Genetically Modified Foods ‐ Debating Biotechnology","https://www.emeraldinsight.com/doi/full/10.1108/fs.2004.6.1.58.3","Genetically Modified Foods ‐ Debating Biotechnology","Colin D. May  (colin@mayca.freeserve.co.uk)","null","Genetically Modified Foods ‐ Debating Biotechnology Edited by Michael Ruse and David Castle","New York, NY","Published: 2004, Start page: 6"
"1551257616-932","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/20/3","Defining and developing a scale to measure strategic thinking","https://www.emeraldinsight.com/doi/full/10.1108/FS-10-2017-0059","Defining and developing a scale to measure strategic thinking","Sanjay Dhir,  (Indian Institute of Technology Delhi, New Delhi, India)","null","Strategic management, Learning organizations, Thinking","Emerald Publishing Limited","Published: 2018, Start page: 221"
"1551257694-958","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 6","https://www.emeraldinsight.com/toc/fs/20/6","Towards personalized medicine: the evolution of imperceptible health-care technologies","https://www.emeraldinsight.com/doi/full/10.1108/FS-08-2018-0075","Towards personalized medicine: the evolution of imperceptible health-care technologies","Farita Tasnim ,  (Media Lab, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA and Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA)","null","Research, Innovation, Personal health, Nanotechnology, Biotechnology, Forecasting","Emerald Publishing Limited","Published: 2018, Start page: 589"
"1551256046-377","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 1","https://www.emeraldinsight.com/toc/fs/8/1","Towards the tolerance civilisations","https://www.emeraldinsight.com/doi/full/10.1108/fs.2006.27308aaa.001","Towards the tolerance civilisations","Colin Blackman,","null","Emerald Group Publishing Limited","null","Published: 2006, Start page: 5"
"1551255333-132","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 5","https://www.emeraldinsight.com/toc/fs/3/5","The future of e‐money: main trends and driving forces","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110416779","The future of e‐money: main trends and driving forces","Michel Andrieu  (Advisory Unit to the Secretary‐General, OECD, 2 rue André‐Pascal, 75775 Paris Cedex 16, France)","This article examines the future of e‐money as a payment instrument and some of the microeconomic policy issues it will raise. The paper is in two parts. This first part focuses on the various forms which electronic money is likely to take in the future, and considers key technological and economic factors that will shape its evolution. Part 2, to be published in the next issue of foresight, examines some of the major regulatory and institutional issues that are likely to have a bearing on the adoption of e‐money, notably concerns related to the regulation of payment systems, security, privacy and consumer protection.","Electronic commerce, Money markets, Technology","MCB UP Ltd","Published: 2001, Start page: 403"
"1551255849-309","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 5","https://www.emeraldinsight.com/toc/fs/6/5","A dying industry – or not? The future of the European textiles and clothing industry","https://www.emeraldinsight.com/doi/full/10.1108/14636680410563016","A dying industry – or not? The future of the European textiles and clothing industry","Michael Keenan  (Research Fellow, based at PREST, University of Manchester, Manchester, UK (E‐mail: michael.keenan@man.ac.uk))","This article draws on material produced for the Sector Futures project for the European Monitoring Centre on Change (see www.emcc.eurofound.eu.int/sector_futures.htm). The project was carried out by a team of researchers and associates led by PREST, University of Manchester.","The textiles and clothing sector employs millions of people in the European Union (EU) and has a combined annual turnover of more than €200 billion. Over the last decade or so, more than a million jobs have been lost in the industry, partly through modernisation, but mainly as a result of international competition, especially from developing countries. This competition is set to intensify with the abolition of import quotas in 2005, leaving the EU industry facing an uncertain future. This article explores five key drivers that are likely to affect the sector profoundly over the coming decade. For each driver, three “outlooks” have been articulated: an extrapolation of current trends and drivers (“Alpha” outlook), a situation where many things “go wrong” (“Beta” outlook), and a situation involving more visionary outcomes (“Delta” outlook). The aim is not to forecast the future, but rather to explore plausible outcomes for the industry over the coming decade. On this basis, a number of policy areas have been identified where the European Commission (EC) and Member States will need to address future threats and opportunities.","Research paper","Published: 2004, Start page: 257"
"1551255701-258","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 6","https://www.emeraldinsight.com/toc/fs/5/6","Ageing: a personal futures perspective","https://www.emeraldinsight.com/doi/full/10.1108/14636680310509008","Ageing: a personal futures perspective","Verne Wheelwright  (Verne Wheelwright is conducting doctoral research into personal futures for older people He is a graduate of the University of Houston Clear Lake Master’s program in Studies of the Future and is currently enrolled in a PhD program at Leeds Metropolitan University. His home is in Harlingen, Texas, USA. Contact him at wastepaper@msn.com)","Futures research is commonly reported on the macro scale, and involves analysis of a global or national situation with a long‐range view of trends and alternative futures. This article approaches ageing and the future from the micro scale, examining the future one life at a time; suggesting that futures methodology can, and should, be effectively applied to individual lives. Three propositions relating to development of personal futures are introduced, focusing on life stages, personal trends and life events after age 60. These three elements of life are then shown as a framework on which individuals can build personal scenarios and create personal strategic plans for the stages of life after age 60.","Life planning, Personal needs","MCB UP Ltd","Published: 2003, Start page: 4"
"1551255893-324","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 1","https://www.emeraldinsight.com/toc/fs/7/1","The Centre for Future Studies","https://www.emeraldinsight.com/doi/full/10.1108/fs.2005.27307aaf.001","The Centre for Future Studies","null","null","Emerald Group Publishing Limited","null","Published: 2005, Start page: 4"
"1551255612-228","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 2","https://www.emeraldinsight.com/toc/fs/5/2","Keynes and the future","https://www.emeraldinsight.com/doi/full/10.1108/14636680310476212","Keynes and the future","Emilio Fontela  (Emilio Fontela is Professor at the University Autonoma of Madrid. E‐mail: emilio.fontela@uam.es)","In 1930, John Maynard Keynes explored long‐term economic growth, anticipating that the economic problem of scarcity was likely to vanish in a century’s time. The Keynes’ scenario is confronted with current developments related to the growth of services and to the distributional and environmental aspects of sustainable development.","Long‐range planning, Technological change, Economic growth, Keynesian school","MCB UP Ltd","Published: 2003, Start page: 3"
"1551257334-834","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 1","https://www.emeraldinsight.com/toc/fs/18/1","Prospective games for defence strategic decisions in Brazil","https://www.emeraldinsight.com/doi/full/10.1108/FS-07-2014-0047","Prospective games for defence strategic decisions in Brazil","C. R. Correa   (Master of Maritime Studies - Simulation and Scenarios Lab, Brazilian Naval War College, Rio de Janeiro, Brazil)","null","Decision making, Armed Forces, State security, Scenario planning, Defence policy, Strategic simulation","C. R. Correa, C. H. Cagnin,  (2016)  ""Prospective games for defence strategic decisions in Brazil"", Foresight, Vol. 18 Issue: 1, pp.4-23, https://doi.org/10.1108/FS-07-2014-0047","Published: 2016, Start page: 4"
"1551256137-408","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 4","https://www.emeraldinsight.com/toc/fs/8/4","The cultural contradictions of managing change: using horizon scanning in an evidence‐based policy context","https://www.emeraldinsight.com/doi/full/10.1108/14636680610681996","The cultural contradictions of managing change: using horizon scanning in an evidence‐based policy context","Wendy L. Schultz  (Director based at Infinite Futures, Oxford, UK.)","null","Research, Change management","Emerald Group Publishing Limited","Published: 2006, Start page: 3"
"1551255200-87","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 5","https://www.emeraldinsight.com/toc/fs/2/5","Connected economy – disjointed society","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802799","Connected economy – disjointed society","Mark Goyder  (The Centre for Tomorrow’s Company, 19 Buckingham Street, London, WC2N 6EF, UK)","In this article an airing is given to some of the recent, very pessimistic, critiques of global capitalism considered to be synonymous with monoculture and dispossession, before setting against these a much more hopeful view of global capitalism which comes from business itself – an agent of social progress. Finally, some synthesis of the two is attempted, and suggestions are made as to where the opportunities may lie for progress: the rise of the NGO, democratising technology, new pressures on governance and reporting, and new opportunities for innovation in investment.","Globalization, Capitalism, Technology","MCB UP Ltd","Published: 2000, Start page: 453"
"1551255746-274","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 1","https://www.emeraldinsight.com/toc/fs/6/1","The cult of performance: what are we doing when we don't know what we are doing?","https://www.emeraldinsight.com/doi/full/10.1108/14636680410531534","The cult of performance: what are we doing when we don't know what we are doing?","Robert Burke  (Robert Burke is a Program Director at Mt Eliza Business School, Sydney, Australia. E‐mail: RBurke@mteliza.com.au)","The author is grateful for the time he spent with Professor Ralph Stacey (Professor of Management and Director of the Complexity and Management Centre at the Business School of the University of Hertfordshire in the UK), July 2003, and to Dr Karen Morley (Head of Leadership, Mt Eliza Business School) for the opportunity of working with Professor Stacey.","Executive development and education have proceeded on the basis of two developments as a result of shifts in government policy over the past two decades. The first is marketisation, the belief that marketplace ideology is best, and the belief that the private sector functions better and more rationally than the public sector. The second is performance, the belief that performance can be controlled. It is argued that these trends are myths that have developed into the performance cult. This paper argues that even knowing you cannot be in control doesn't stop you trying to be in control, but understanding what is happening enables us to stay active in negotiating our daily lives moment by moment.","Research paper","Published: 2004, Start page: 6"
"1551255944-343","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/7/3","The Centre for Future Studies","https://www.emeraldinsight.com/doi/full/10.1108/fs.2005.27307caf.001","The Centre for Future Studies","null","null","Emerald Group Publishing Limited","null","Published: 2005, Start page: 3"
"1551256317-467","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 1","https://www.emeraldinsight.com/toc/fs/10/1","Managerial foresight: concept and measurement","https://www.emeraldinsight.com/doi/full/10.1108/14636680810856026","Managerial foresight: concept and measurement","Martin Amsteus  (Doctoral student at Växjö University, Växjö, Sweden.)","Received 30 October 2007 Accepted 9 November 2007","Purpose – The purpose of this paper is to establish what foresight is, to review past usages and definitions of foresight and to synthesize them into one generic definition, in order to make the concept measurable.
Design/methodology/approach – A discussion on how to classify variables in the social sciences serves as the starting‐point. Next, a review of past definitions and usages of the concept foresight is followed by further analysis and then synthesizing of the generic definition. The generic definition is finally compared and contrasted with the related concepts of forecasting, strategic analysis, and intuition.
Findings – Foresight is defined as behavior along three dimensions: degree of analyzing present contingencies and degree of moving the analysis of present contingencies across time; degree of analyzing a desired future state or states a degree ahead in time with regard to contingencies under control; and degree of analyzing courses of action a degree ahead in time to arrive at the desired future state.
Research limitations/implications – The article makes foresight quantitatively measurable, which in turn makes it possible to empirically measure the existence of foresight among managers and to test the relationship between foresight and organizational performance.
Practical implications – Practical foresight tools and programs, etc. can now be assessed and compared by both practitioners and researchers.
Originality/value – In identifying three fundamental behavioral dimensions of foresight, the article conceives and advances foresight as a distinct concept that can be related to several research areas, both on individual (e.g. managerial) and organizational levels.","Conceptual paper","Published: 2008, Start page: 4"
"1551256765-634","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 4","https://www.emeraldinsight.com/toc/fs/13/4","The Relentless Revolution, A History of Capitalism","https://www.emeraldinsight.com/doi/full/10.1108/14636681111153986","The Relentless Revolution, A History of Capitalism","Jacques Richardson,","null","The Relentless Revolution, A History of Capitalism Joyce Appleby","New York, NY","Published: 2011, Start page: 3"
"1551256206-432","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 1","https://www.emeraldinsight.com/toc/fs/9/1","The current state of scenario development: an overview of techniques","https://www.emeraldinsight.com/doi/full/10.1108/14636680710727516","The current state of scenario development: an overview of techniques","Peter Bishop  (Associate Professor at the University of Houston, Houston, Texas, USA.)","null","Futures markets, Research methods, Management techniques","Emerald Group Publishing Limited","Published: 2007, Start page: 5"
